Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1967","1967","kg/ha","1382.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1968","1968","kg/ha","1336.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1969","1969","kg/ha","1314.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1970","1970","kg/ha","1442.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1971","1971","kg/ha","1339.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1972","1972","kg/ha","1413","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1973","1973","kg/ha","1429.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1974","1974","kg/ha","1524.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1975","1975","kg/ha","1504.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1976","1976","kg/ha","1596.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1977","1977","kg/ha","1632.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1978","1978","kg/ha","1219.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1979","1979","kg/ha","1440.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1980","1980","kg/ha","1779","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1981","1981","kg/ha","1833","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1982","1982","kg/ha","1730.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1983","1983","kg/ha","1749.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1984","1984","kg/ha","1761","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1985","1985","kg/ha","1866.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1986","1986","kg/ha","1648.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1987","1987","kg/ha","1984.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1988","1988","kg/ha","1877.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1989","1989","kg/ha","2058.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1990","1990","kg/ha","1873.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1991","1991","kg/ha","1808.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1992","1992","kg/ha","2282.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1993","1993","kg/ha","2532.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1994","1994","kg/ha","2362.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1995","1995","kg/ha","2600.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1996","1996","kg/ha","2476.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1997","1997","kg/ha","2622.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1998","1998","kg/ha","2796.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","1999","1999","kg/ha","2776.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2000","2000","kg/ha","2718.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2001","2001","kg/ha","3401.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2002","2002","kg/ha","3055.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2003","2003","kg/ha","3727.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2004","2004","kg/ha","3367.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2005","2005","kg/ha","3040.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2006","2006","kg/ha","3382.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2007","2007","kg/ha","3785.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2008","2008","kg/ha","4080","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","3714.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","4366.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","4210.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","5005.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","5253.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","5176.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","5535.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","4287.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","5618.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","5107.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","5773.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","5695.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","4649.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","5209.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","5912.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1961","1961","kg/ha","1698.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1962","1962","kg/ha","1658.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1963","1963","kg/ha","1542.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1964","1964","kg/ha","1517.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1965","1965","kg/ha","1641","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1966","1966","kg/ha","1448.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1967","1967","kg/ha","1582.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1968","1968","kg/ha","1491.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1969","1969","kg/ha","1383.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1970","1970","kg/ha","1516.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1971","1971","kg/ha","1384","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1972","1972","kg/ha","1491.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1973","1973","kg/ha","1493.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1974","1974","kg/ha","1450","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1975","1975","kg/ha","1466.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1976","1976","kg/ha","1465.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1977","1977","kg/ha","1500.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1978","1978","kg/ha","1297.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1979","1979","kg/ha","1393.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1980","1980","kg/ha","1565.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1981","1981","kg/ha","1348.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1982","1982","kg/ha","1615.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1983","1983","kg/ha","1515.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1984","1984","kg/ha","1686.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1985","1985","kg/ha","1898","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1986","1986","kg/ha","1861","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1987","1987","kg/ha","1737.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1988","1988","kg/ha","1980.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1989","1989","kg/ha","2099.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1990","1990","kg/ha","1880.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1991","1991","kg/ha","2302","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1992","1992","kg/ha","2134.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1993","1993","kg/ha","2291.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1994","1994","kg/ha","2387.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1995","1995","kg/ha","2566.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1996","1996","kg/ha","2657.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1997","1997","kg/ha","2731","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1998","1998","kg/ha","2519.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","1999","1999","kg/ha","3070.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2000","2000","kg/ha","3038.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2001","2001","kg/ha","3240.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2002","2002","kg/ha","3324.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2003","2003","kg/ha","3249","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2004","2004","kg/ha","3556.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2005","2005","kg/ha","3369.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2006","2006","kg/ha","3879.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2007","2007","kg/ha","3826","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2008","2008","kg/ha","4231.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2009","2009","kg/ha","4404.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2010","2010","kg/ha","4127.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2011","2011","kg/ha","4895.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2012","2012","kg/ha","4786","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2013","2013","kg/ha","5007.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2014","2014","kg/ha","5201.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2015","2015","kg/ha","5752.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2016","2016","kg/ha","5464.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2017","2017","kg/ha","6213.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2018","2018","kg/ha","6307.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2019","2019","kg/ha","6063.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2020","2020","kg/ha","6610.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2021","2021","kg/ha","6903.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2022","2022","kg/ha","6638","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0113","Rice","2023","2023","kg/ha","6936.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1961","1961","kg/ha","1126.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1962","1962","kg/ha","1100.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1963","1963","kg/ha","950.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1964","1964","kg/ha","847.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1965","1965","kg/ha","1211.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1966","1966","kg/ha","1212.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1967","1967","kg/ha","1169.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1968","1968","kg/ha","906.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1969","1969","kg/ha","1166.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1970","1970","kg/ha","1143.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1971","1971","kg/ha","1210.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1972","1972","kg/ha","1470.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1973","1973","kg/ha","1386.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1974","1974","kg/ha","1531.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1975","1975","kg/ha","1698.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1976","1976","kg/ha","1749.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1977","1977","kg/ha","1769.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1978","1978","kg/ha","1226","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1979","1979","kg/ha","1240.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1980","1980","kg/ha","1727.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1981","1981","kg/ha","1765.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1982","1982","kg/ha","1564.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1983","1983","kg/ha","1792.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1984","1984","kg/ha","1649.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1985","1985","kg/ha","1800.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1986","1986","kg/ha","1452.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1987","1987","kg/ha","1859.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1988","1988","kg/ha","1712.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1989","1989","kg/ha","1971.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1990","1990","kg/ha","1732.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1991","1991","kg/ha","1553.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1992","1992","kg/ha","2035.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1993","1993","kg/ha","2124.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1994","1994","kg/ha","2163.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1995","1995","kg/ha","2199.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1996","1996","kg/ha","2249.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1997","1997","kg/ha","2297.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1998","1998","kg/ha","2353.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","1999","1999","kg/ha","2372.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2000","2000","kg/ha","2403.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2001","2001","kg/ha","2710.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2002","2002","kg/ha","2573.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2003","2003","kg/ha","2802.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2004","2004","kg/ha","2300.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2005","2005","kg/ha","2230.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2006","2006","kg/ha","2379.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2007","2007","kg/ha","2813.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2008","2008","kg/ha","2816.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2009","2009","kg/ha","2636.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2010","2010","kg/ha","2947.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2011","2011","kg/ha","3121.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2012","2012","kg/ha","2636.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2013","2013","kg/ha","2928.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2014","2014","kg/ha","2865.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2015","2015","kg/ha","3028.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2016","2016","kg/ha","2904.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2017","2017","kg/ha","3378.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2018","2018","kg/ha","3390.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2019","2019","kg/ha","3184.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2020","2020","kg/ha","3275.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2021","2021","kg/ha","3445.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2022","2022","kg/ha","2954.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0141","Soya beans","2023","2023","kg/ha","3423","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1961","1961","kg/ha","533","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1962","1962","kg/ha","949.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1963","1963","kg/ha","494.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1964","1964","kg/ha","876.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1965","1965","kg/ha","763.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1966","1966","kg/ha","857.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1967","1967","kg/ha","757.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1968","1968","kg/ha","882.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1969","1969","kg/ha","976.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1970","1970","kg/ha","973.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1971","1971","kg/ha","886.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1972","1972","kg/ha","423.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1973","1973","kg/ha","1104.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1974","1974","kg/ha","1156.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1975","1975","kg/ha","610","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1976","1976","kg/ha","908.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1977","1977","kg/ha","655.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1978","1978","kg/ha","957.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1979","1979","kg/ha","764.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1980","1980","kg/ha","865.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1981","1981","kg/ha","1150.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1982","1982","kg/ha","646","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1983","1983","kg/ha","1190.3","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1984","1984","kg/ha","1138.7","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1985","1985","kg/ha","1614","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1986","1986","kg/ha","1446.6","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1987","1987","kg/ha","1765.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1988","1988","kg/ha","1652.8","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1989","1989","kg/ha","1692.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1990","1990","kg/ha","1154","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1991","1991","kg/ha","1423.2","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1992","1992","kg/ha","1429.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1993","1993","kg/ha","1482.5","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1994","1994","kg/ha","1554.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1995","1995","kg/ha","1542","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1996","1996","kg/ha","1833.4","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1997","1997","kg/ha","1635.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1998","1998","kg/ha","1611.1","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","1999","1999","kg/ha","1969.9","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5412","Yield","0111","Wheat","2000","2000","kg/ha","1515.6","A","Official figure",""
